machine_id,serial_number,device_type,manufacturer,firmware_version,mac_address,ip_address,installation_date,latitude,longitude,municipio,operating_center,reference_network,connectivity_type,signal_strength_dbm,machine_type,sector,shift,age_days,maintenance_delay_days,tool_wear_pct,temperature_c,vibration_mm_s,pressure_bar,oil_level_pct,coolant_level_pct,humidity_pct,voltage_v,current_a,power_kw,rpm,noise_db,smoke_ppm,gas_ppm,network_latency_ms,error_count_24h,restart_count_7d,severity
M-212,SN-RM-0212-46618,Pressure IoT Node,Schneider Electric,2.4.0,AF:45:70:7E:9D:40,10.6.29.174,2020-12-23,41.808352,12.731252,Municipio VI,CO Roma Ovest,RETE_IDRICA,5G,-53.2,MOTOR,C1,NIGHT,3494,23,29.7,74.38,2.43,8.11,67.82,66.71,58.9,376.83,50.97,44.72,1878.19,57.64,3.84,0.85,35.03,0,0,NORMAL
M-213,SN-RM-0213-55704,Gas IoT Sensor,Schneider Electric,2.4.0,3F:D2:99:03:E6:10,10.9.37.19,2020-07-05,41.940883,12.39527,Municipio XV,CO Roma Centro,RETE_GAS,LoRaWAN,-54.4,PUMP,B2,NIGHT,2443,27,86.66,80.36,3.38,12.58,39.31,54.2,55.96,392.02,54.07,43.42,1478.36,76.42,0.0,3.6,63.2,8,2,WARNING
M-214,SN-RM-0214-19718,Motor IoT Controller,Honeywell,3.1.2,83:47:50:DE:12:58,10.6.171.192,2019-07-27,41.919862,12.73729,Municipio III,CO Roma Sud,RETE_ELETTRICA,5G,-44.8,TURBINE,C2,NIGHT,3253,70,94.82,93.44,3.14,17.47,41.98,50.71,25.57,393.54,66.32,82.36,5354.84,71.93,2.71,0.0,40.98,3,1,MAINTENANCE
M-215,SN-RM-0215-11995,Speed Sensor Node,GE Digital,4.0.0,B7:E3:A2:67:B3:38,10.8.5.191,2018-12-22,41.800481,12.467016,Municipio II,CO Tiburtina,RETE_ENERGIA,4G,-71.4,COMPRESSOR,C1,DAY,3591,3,69.38,78.48,1.96,12.07,75.96,65.07,50.07,389.94,65.92,65.35,2931.68,75.03,0.0,0.0,34.01,1,1,NORMAL
M-216,SN-RM-0216-88055,Smart Flow Sensor,Bosch,4.1.3,F1:49:24:05:0E:D8,10.3.132.190,2023-01-31,41.94885,12.327889,Municipio IX,CO Ostiense,RETE_IDRICA,LoRaWAN,-64.5,MOTOR,A1,NIGHT,2740,31,83.72,80.51,3.93,8.3,9.62,19.4,81.43,412.3,67.0,52.14,1659.52,69.6,2.02,0.0,64.73,4,0,WARNING
M-217,SN-RM-0217-33743,Compressor Edge Node,ABB,2.3.1,7C:BC:55:D7:3D:FD,10.4.215.22,2023-11-27,41.767073,12.316622,Municipio III,CO Casilina,RETE_GAS,LoRaWAN,-90.6,COMPRESSOR,A2,DAY,1229,112,87.12,120.24,5.01,13.31,39.21,62.48,56.56,397.75,73.51,88.39,2942.71,82.44,50.38,12.69,68.71,15,6,SEVERE
M-218,SN-RM-0218-90963,Motor IoT Controller,Siemens,3.1.2,76:6D:00:45:54:22,10.1.210.237,2021-05-02,41.921015,12.593574,Municipio II,CO EUR,RETE_ELETTRICA,Ethernet,-64.4,COMPRESSOR,B1,DAY,1970,37,64.79,81.99,2.28,14.27,32.81,70.58,67.69,399.7,42.64,50.86,2873.32,66.34,2.41,0.0,52.2,3,1,MAINTENANCE
M-219,SN-RM-0219-15852,Power Edge Controller,Yokogawa,3.1.2,A0:8E:51:72:B0:15,10.2.128.245,2018-01-10,41.844934,12.235109,Municipio XII,CO Ostiense,RETE_ENERGIA,4G,-49.1,COMPRESSOR,B2,NIGHT,3173,40,75.24,81.26,3.25,12.67,83.04,69.76,51.38,396.62,53.85,48.68,2877.83,53.87,5.45,0.67,46.83,2,1,NORMAL
M-220,SN-RM-0220-12116,Pump Monitor Gateway,Honeywell,3.0.0,1D:43:6C:DA:78:80,10.7.95.29,2017-07-29,41.80812,12.670676,Municipio V,CO Ostiense,RETE_IDRICA,WiFi,-74.9,PUMP,C2,NIGHT,2124,49,36.41,89.74,3.21,9.4,35.8,52.7,57.63,388.88,49.94,43.4,1379.64,73.25,2.67,0.58,40.51,4,1,WARNING
M-221,SN-RM-0221-55792,Pressure Transmitter IoT,Emerson,4.0.0,0C:AA:F2:90:46:F4,10.2.100.35,2015-04-30,41.842491,12.766998,Municipio XIII,CO Roma Est,RETE_GAS,Ethernet,-43.2,MOTOR,A2,DAY,619,35,50.55,80.09,2.96,8.01,50.4,65.79,53.86,412.15,39.0,58.96,1752.93,83.15,4.58,1.3,36.07,1,0,MAINTENANCE
M-222,SN-RM-0222-11233,Vibration Sensor Node,GE Digital,3.1.2,06:77:39:40:C8:93,10.4.146.39,2022-02-21,41.740371,12.471585,Municipio XII,CO Roma Ovest,RETE_ELETTRICA,LoRaWAN,-50.6,PUMP,A2,DAY,602,22,50.3,69.08,1.91,10.86,78.37,95.29,59.83,419.65,44.11,35.17,1601.44,64.55,4.99,1.04,55.92,2,1,NORMAL
M-223,SN-RM-0223-36528,Power Edge Controller,Siemens,3.2.5,43:2C:8C:77:1B:14,10.5.159.159,2015-02-05,41.807744,12.486484,Municipio VIII,CO Casilina,RETE_ENERGIA,Ethernet,-47.6,MOTOR,B2,NIGHT,1088,18,80.93,73.74,1.98,8.0,66.15,73.03,49.97,408.76,49.28,46.82,1701.48,69.33,3.68,0.94,24.31,3,2,MAINTENANCE
M-224,SN-RM-0224-70856,Pump Monitor Gateway,Yokogawa,2.4.0,15:24:92:97:82:43,10.4.68.110,2016-09-20,41.901591,12.280537,Municipio I,CO Aurelia,RETE_IDRICA,Ethernet,-84.6,TURBINE,A1,DAY,3405,47,100.0,109.95,5.28,19.42,34.83,33.98,50.28,401.94,84.73,99.15,5950.06,81.33,10.43,24.47,61.17,13,3,FAILURE
M-225,SN-RM-0225-61949,Compressor Edge Node,Siemens,3.0.0,5C:A3:48:34:22:84,10.3.165.38,2015-04-28,41.76107,12.668484,Municipio VII,CO Roma Ovest,RETE_GAS,4G,-60.2,COMPRESSOR,C2,DAY,3397,28,100.0,95.91,3.02,15.77,62.35,62.26,90.57,408.5,59.03,67.48,2915.92,70.58,1.82,1.33,33.76,7,2,WARNING
M-226,SN-RM-0226-69575,Vibration Sensor Node,Schneider Electric,3.1.2,DC:C4:D2:92:A7:C7,10.4.26.108,2016-06-14,41.855432,12.318869,Municipio XI,CO Ostiense,RETE_ELETTRICA,4G,-52.6,COMPRESSOR,A1,DAY,1029,29,66.43,87.93,3.29,11.64,68.46,49.38,43.41,394.71,42.0,70.62,2787.59,66.42,4.51,0.14,37.18,2,1,MAINTENANCE
M-227,SN-RM-0227-43477,Turbine IoT Gateway,ABB,3.2.5,32:66:83:47:83:3D,10.6.158.139,2017-11-23,41.725521,12.514681,Municipio III,CO Roma Ovest,RETE_ENERGIA,4G,-56.2,PUMP,A2,NIGHT,512,0,11.12,67.86,2.01,8.47,73.76,78.37,60.65,398.17,32.29,40.68,1376.76,71.24,0.13,2.38,34.92,1,0,NORMAL
M-228,SN-RM-0228-67668,Pump Monitor Gateway,Emerson,3.1.2,81:3B:E1:79:D8:13,10.3.96.236,2016-03-18,41.950675,12.709574,Municipio XIV,CO Roma Ovest,RETE_IDRICA,5G,-55.8,PUMP,A1,DAY,492,0,18.91,71.29,1.3,10.76,82.8,69.72,37.47,395.26,31.04,45.39,1455.92,66.16,5.35,0.0,60.87,4,0,NORMAL
M-229,SN-RM-0229-99961,Compressor Edge Node,GE Digital,4.1.3,A3:7B:74:9D:76:26,10.6.129.110,2018-12-09,41.743782,12.557566,Municipio VII,CO Prenestina,RETE_GAS,Ethernet,-78.3,COMPRESSOR,B2,DAY,1056,70,77.92,131.26,5.09,16.29,41.29,30.06,55.02,412.49,78.3,71.92,3020.13,81.23,31.75,23.67,87.62,21,5,SEVERE
M-230,SN-RM-0230-40073,Motor IoT Controller,Siemens,2.4.0,18:51:4B:9A:71:ED,10.7.145.81,2020-09-24,41.803192,12.25984,Municipio V,CO Roma Centro,RETE_ELETTRICA,Ethernet,-40.3,TURBINE,C1,NIGHT,2645,22,48.34,86.62,2.25,15.47,62.97,76.61,13.6,388.72,86.75,87.98,5474.36,76.33,3.35,0.32,24.44,1,1,NORMAL
M-231,SN-RM-0231-37510,Power Edge Controller,Schneider Electric,3.0.0,BA:00:03:85:E7:02,10.5.195.228,2022-09-02,41.756455,12.238936,Municipio VIII,CO Roma Centro,RETE_ENERGIA,5G,-64.6,MOTOR,A2,DAY,2100,17,53.44,79.2,0.76,8.58,68.88,82.54,61.31,413.71,42.47,39.26,1754.0,69.2,0.0,1.22,34.58,2,0,NORMAL
M-232,SN-RM-0232-81967,Pump Monitor Gateway,Schneider Electric,3.0.0,DE:89:94:75:F7:C1,10.3.160.243,2022-04-17,41.976166,12.529933,Municipio XV,CO Roma Ovest,RETE_IDRICA,5G,-70.5,TURBINE,A2,NIGHT,3201,29,65.01,94.55,3.97,15.13,25.28,48.27,34.75,397.43,88.3,86.29,5216.42,74.21,4.18,0.76,50.44,7,0,WARNING
M-233,SN-RM-0233-15374,Gas IoT Sensor,Bosch,2.3.1,E5:89:D9:E3:4B:B6,10.2.46.140,2015-11-02,41.857419,12.621156,Municipio V,CO Roma Ovest,RETE_GAS,Ethernet,-58.0,PUMP,B2,NIGHT,168,15,2.36,65.08,0.34,9.99,84.66,67.73,44.94,409.24,25.55,32.07,1436.77,63.49,1.41,0.0,43.21,0,0,NORMAL
M-234,SN-RM-0234-63858,Vibration Sensor Node,Emerson,3.1.2,D2:B4:20:CF:14:4C,10.3.121.53,2017-01-06,41.822146,12.293682,Municipio XIV,CO Ostiense,RETE_ELETTRICA,LoRaWAN,-83.4,COMPRESSOR,C1,NIGHT,1873,41,64.16,67.87,1.33,12.67,74.87,67.7,69.6,391.38,46.53,56.15,2770.82,67.34,4.18,1.32,58.71,0,0,NORMAL
M-235,SN-RM-0235-47433,Speed Sensor Node,Bosch,4.1.3,39:3F:DA:46:D5:30,10.4.96.212,2019-07-03,41.931383,12.60536,Municipio VI,CO Roma Centro,RETE_ENERGIA,WiFi,-70.1,MOTOR,A2,DAY,2691,19,90.08,93.73,3.53,7.74,75.85,68.48,51.16,408.4,56.1,65.75,1763.59,79.18,0.74,0.05,58.37,8,1,WARNING
M-236,SN-RM-0236-41856,Pressure IoT Node,GE Digital,3.2.5,52:65:D2:45:EF:76,10.1.229.140,2022-10-18,41.888415,12.313971,Municipio XII,CO Roma Nord,RETE_IDRICA,4G,-64.5,TURBINE,C2,NIGHT,2419,113,100.0,128.81,6.52,17.41,29.02,32.97,50.92,399.45,108.76,84.81,5086.76,83.1,27.63,42.88,93.84,25,5,SEVERE
M-237,SN-RM-0237-54295,Pressure Transmitter IoT,Honeywell,4.1.3,36:D2:69:FD:F2:39,10.9.216.41,2020-03-02,41.897688,12.48797,Municipio IX,CO Aurelia,RETE_GAS,Ethernet,-68.1,TURBINE,A2,DAY,959,56,100.0,124.32,4.6,17.54,1.99,50.03,45.96,394.13,86.82,114.12,5008.58,76.22,13.04,7.25,81.79,6,2,FAILURE
M-238,SN-RM-0238-12851,Vibration Sensor Node,Yokogawa,3.1.2,18:14:88:8B:C7:37,10.4.168.98,2020-09-13,41.946488,12.459793,Municipio IX,CO Tiburtina,RETE_ELETTRICA,5G,-64.2,TURBINE,B1,DAY,3068,54,66.45,97.59,3.03,15.66,79.48,70.14,68.28,409.4,81.17,84.13,5432.26,69.76,3.43,0.0,22.22,3,1,MAINTENANCE
M-239,SN-RM-0239-81453,Turbine IoT Gateway,Honeywell,2.3.1,BA:B7:95:1E:A7:58,10.4.97.100,2017-05-04,41.938431,12.42569,Municipio III,CO Roma Est,RETE_ENERGIA,WiFi,-68.3,PUMP,C2,NIGHT,670,17,19.6,74.4,1.84,8.73,67.09,93.37,44.13,384.55,33.05,47.96,1498.26,66.47,4.75,2.12,36.0,0,0,NORMAL
M-240,SN-RM-0240-98289,Pump Monitor Gateway,Schneider Electric,3.1.2,2D:0E:74:59:1A:A3,10.9.171.121,2018-06-17,41.722092,12.51113,Municipio VIII,CO Roma Est,RETE_IDRICA,5G,-53.7,COMPRESSOR,C1,NIGHT,1679,23,79.3,80.18,3.53,13.25,45.99,69.49,46.69,408.59,40.17,50.48,2952.86,81.16,0.0,3.06,37.9,3,1,MAINTENANCE
M-241,SN-RM-0241-59409,Gas IoT Sensor,Yokogawa,2.4.0,E6:17:F8:6C:95:69,10.4.188.226,2023-09-30,41.874419,12.465821,Municipio XIV,CO Roma Nord,RETE_GAS,WiFi,-55.0,MOTOR,B1,NIGHT,2906,33,97.79,72.35,2.04,8.34,65.4,82.87,32.76,397.95,38.82,43.58,1697.51,66.28,3.06,0.82,12.03,1,0,NORMAL
M-242,SN-RM-0242-87780,Vibration Sensor Node,Bosch,3.0.0,E2:1B:31:56:D6:07,10.2.236.176,2020-03-21,41.986628,12.230761,Municipio VIII,CO Casilina,RETE_ELETTRICA,5G,-48.8,TURBINE,C1,NIGHT,2404,10,76.26,84.81,2.68,13.86,68.18,46.75,47.47,400.91,73.63,93.54,4958.21,64.62,0.19,0.15,55.47,3,0,NORMAL
M-243,SN-RM-0243-44881,Power Edge Controller,GE Digital,4.1.3,BF:76:A4:A5:96:72,10.6.218.108,2023-10-26,41.871028,12.561543,Municipio XV,CO Casilina,RETE_ENERGIA,4G,-97.4,COMPRESSOR,C2,DAY,2864,59,100.0,106.74,4.64,15.27,47.78,50.27,37.45,415.07,61.59,76.72,2377.96,79.81,17.3,6.69,54.16,14,5,FAILURE
M-244,SN-RM-0244-59257,Smart Flow Sensor,Yokogawa,4.1.3,0B:A1:E3:15:0A:26,10.4.98.133,2022-12-22,41.88649,12.506377,Municipio V,CO Casilina,RETE_IDRICA,4G,-40.8,MOTOR,A1,DAY,2977,41,75.16,91.84,2.66,8.63,46.71,78.39,54.58,397.58,59.97,54.8,1672.38,89.5,0.0,0.9,45.2,7,4,WARNING
M-245,SN-RM-0245-66795,Gas IoT Sensor,Siemens,2.3.1,3A:6F:A1:1C:F7:A5,10.3.91.186,2021-06-08,41.875088,12.611419,Municipio VII,CO Ostiense,RETE_GAS,4G,-68.3,MOTOR,A1,DAY,1926,91,93.95,97.92,4.28,9.97,16.45,47.97,53.72,403.77,70.26,59.64,1621.23,90.5,27.6,9.41,61.61,8,5,FAILURE
M-246,SN-RM-0246-50413,Motor IoT Controller,GE Digital,3.2.5,61:B7:FC:5C:98:2F,10.4.89.73,2022-05-12,41.863657,12.513763,Municipio XV,CO Casilina,RETE_ELETTRICA,4G,-63.6,MOTOR,B2,DAY,1681,0,45.58,69.03,2.01,8.13,83.22,79.25,29.54,405.91,47.61,59.47,1898.27,57.84,1.22,0.0,42.59,4,0,NORMAL
M-247,SN-RM-0247-79422,Speed Sensor Node,Emerson,4.0.0,E3:AA:91:62:8D:D7,10.8.53.53,2017-03-19,41.817885,12.66638,Municipio XIV,CO Roma Est,RETE_ENERGIA,4G,-74.9,PUMP,C1,NIGHT,1382,51,87.21,92.09,4.43,11.41,21.45,47.6,63.39,394.2,65.74,49.08,1513.19,79.19,8.32,12.31,51.64,7,3,FAILURE
M-248,SN-RM-0248-81760,Pressure IoT Node,GE Digital,2.3.1,C5:9D:20:EE:20:D4,10.1.93.26,2020-05-06,41.826236,12.720406,Municipio XII,CO Roma Nord,RETE_IDRICA,LoRaWAN,-84.3,COMPRESSOR,A2,NIGHT,161,28,65.56,96.3,2.75,10.97,28.33,57.76,61.15,405.83,72.45,64.15,3029.39,68.94,0.0,0.47,16.03,6,0,WARNING
M-249,SN-RM-0249-37384,Pressure Transmitter IoT,ABB,3.2.5,82:41:92:FC:74:B6,10.3.187.177,2021-04-12,41.850956,12.759664,Municipio I,CO Tiburtina,RETE_GAS,WiFi,-69.3,TURBINE,B1,DAY,326,52,34.97,100.35,3.58,14.71,57.15,50.41,76.66,399.78,78.72,91.55,4853.25,70.63,2.67,2.01,37.03,4,0,MAINTENANCE
M-000,SN-RM-0000-85442,Smart Flow Sensor,Siemens,3.1.2,00:97:2E:43:8A:DC,10.6.27.98,2015-11-12,41.9188,12.77855,Municipio XI,CO Flaminia,RETE_IDRICA,LoRaWAN,-49.0,PUMP,C2,DAY,3522,31,84.19,87.09,3.24,11.26,50.7,63.5,61.81,399.27,46.57,51.08,1428.67,72.47,0.71,4.99,18.86,10,3,WARNING
M-001,SN-RM-0001-11934,Pressure Transmitter IoT,Emerson,3.0.0,D0:ED:9C:83:36:04,10.3.175.39,2020-11-24,41.828949,12.274948,Municipio III,CO Roma Ovest,RETE_GAS,Ethernet,-61.3,MOTOR,A1,DAY,3553,60,100.0,75.26,3.14,6.93,66.24,61.32,38.05,406.14,49.81,63.0,1765.04,68.66,3.05,1.46,48.12,2,0,MAINTENANCE
M-002,SN-RM-0002-66034,Electric Edge Monitor,Schneider Electric,2.3.1,D9:2A:B4:25:22:90,10.9.6.94,2017-12-15,41.777459,12.320584,Municipio II,CO Prenestina,RETE_ELETTRICA,Ethernet,-89.4,TURBINE,B1,DAY,1330,105,100.0,134.94,7.95,18.21,24.45,10.62,79.77,415.22,131.52,112.25,4544.3,89.7,56.45,12.14,83.72,18,8,SEVERE
M-003,SN-RM-0003-37877,Power Edge Controller,Schneider Electric,2.4.0,27:7E:25:3E:9D:FD,10.1.178.143,2018-10-23,41.858965,12.669212,Municipio VII,CO Roma Sud,RETE_ENERGIA,4G,-65.2,PUMP,B1,DAY,3583,30,77.3,69.23,1.33,8.55,66.84,76.03,51.76,417.78,46.53,45.05,1379.92,76.02,1.9,0.0,50.69,1,2,NORMAL
M-004,SN-RM-0004-79965,Pressure IoT Node,Emerson,3.1.2,30:9B:57:AE:A4:97,10.4.207.23,2019-10-15,41.818159,12.563402,Municipio IX,CO Prenestina,RETE_IDRICA,WiFi,-44.9,MOTOR,A2,NIGHT,3543,33,54.94,68.96,2.37,5.36,85.6,98.99,64.9,393.12,37.48,44.74,1659.35,62.23,3.29,1.97,24.26,0,0,NORMAL
M-005,SN-RM-0005-91319,Compressor Edge Node,Siemens,4.0.0,DD:79:05:99:D9:C2,10.4.144.102,2017-10-16,41.727266,12.651738,Municipio VI,CO Roma Centro,RETE_GAS,4G,-73.6,PUMP,B2,DAY,2719,44,81.62,78.83,2.35,8.89,69.97,72.81,36.72,398.06,25.6,51.18,1438.49,66.08,5.17,0.0,50.6,2,1,MAINTENANCE
M-006,SN-RM-0006-12787,Vibration Sensor Node,Yokogawa,2.4.0,E7:F8:77:CE:D3:8C,10.7.165.34,2018-04-04,41.780684,12.563849,Municipio I,CO Roma Sud,RETE_ELETTRICA,4G,-77.0,COMPRESSOR,B2,DAY,1828,20,85.91,89.17,2.74,12.01,79.43,61.9,61.91,402.0,53.71,73.39,2965.15,66.82,4.21,0.05,42.45,4,0,MAINTENANCE
M-007,SN-RM-0007-33799,Speed Sensor Node,Honeywell,3.2.5,3C:ED:94:43:E3:FC,10.6.206.62,2018-09-07,41.929025,12.762069,Municipio XIV,CO Roma Est,RETE_ENERGIA,Ethernet,-64.3,MOTOR,A2,NIGHT,1091,26,24.3,67.06,2.04,7.71,59.16,74.57,38.44,417.76,49.54,43.47,1790.33,59.86,0.65,1.16,46.78,2,1,NORMAL
M-008,SN-RM-0008-10010,Pressure IoT Node,Yokogawa,4.0.0,8A:14:00:D8:26:B9,10.1.3.182,2021-11-23,41.896448,12.472361,Municipio VIII,CO Roma Est,RETE_IDRICA,LoRaWAN,-73.7,TURBINE,B1,DAY,2835,48,92.73,115.51,6.36,17.04,28.73,41.33,44.09,413.12,95.38,105.86,6464.82,77.4,22.3,7.88,45.76,7,5,FAILURE
M-009,SN-RM-0009-43700,Gas IoT Sensor,GE Digital,3.0.0,8E:DE:66:99:CF:54,10.8.19.121,2023-08-12,41.971746,12.668879,Municipio XIV,CO Roma Sud,RETE_GAS,WiFi,-63.2,PUMP,C1,DAY,1890,30,85.81,76.89,3.82,9.19,44.28,61.75,85.19,395.82,43.87,57.66,1399.31,74.81,1.47,0.23,33.4,8,0,WARNING
M-010,SN-RM-0010-57158,Vibration Sensor Node,Bosch,4.0.0,05:7A:9C:98:6E:24,10.1.18.242,2021-02-28,41.773825,12.549406,Municipio IV,CO Roma Nord,RETE_ELETTRICA,WiFi,-61.0,PUMP,A1,DAY,912,30,80.71,73.27,2.14,11.69,44.34,81.88,48.72,402.38,32.38,54.01,1381.07,81.83,6.48,3.45,59.13,2,0,MAINTENANCE
M-011,SN-RM-0011-80857,Turbine IoT Gateway,GE Digital,2.3.1,45:53:6F:55:07:09,10.1.33.194,2018-03-25,41.750948,12.593649,Municipio XIV,CO Aurelia,RETE_ENERGIA,5G,-67.4,COMPRESSOR,A2,NIGHT,2922,23,80.38,93.86,3.61,12.56,1.37,48.12,77.13,420.84,60.26,54.65,2865.38,84.09,0.97,1.36,39.81,6,2,WARNING
M-012,SN-RM-0012-99439,Smart Flow Sensor,Honeywell,4.1.3,45:B9:9E:CC:DD:1A,10.8.103.182,2020-03-07,41.783595,12.484337,Municipio XV,CO Prenestina,RETE_IDRICA,4G,-52.6,TURBINE,A1,NIGHT,1928,43,59.14,92.53,2.19,14.51,69.19,60.93,59.25,396.14,71.8,85.99,4962.11,72.62,1.04,2.74,34.11,0,0,NORMAL
M-013,SN-RM-0013-82494,Pressure Transmitter IoT,Yokogawa,2.3.1,8E:82:3B:16:D5:D9,10.4.116.89,2023-03-24,41.775217,12.671743,Municipio IV,CO Casilina,RETE_GAS,4G,-74.1,COMPRESSOR,C2,NIGHT,674,29,77.79,93.05,3.73,15.51,42.43,72.33,57.74,402.32,67.49,63.61,2961.62,73.3,2.25,3.59,58.03,3,1,WARNING
M-014,SN-RM-0014-10931,Vibration Sensor Node,Bosch,2.4.0,84:61:75:AE:7F:C4,10.2.80.50,2022-02-07,41.830333,12.429057,Municipio II,CO Tiburtina,RETE_ELETTRICA,Ethernet,-67.9,MOTOR,C2,NIGHT,3576,0,100.0,72.93,1.37,5.99,77.45,76.71,56.95,407.43,39.23,39.3,1777.01,64.8,2.29,0.0,36.22,0,0,NORMAL
M-015,SN-RM-0015-83102,Turbine IoT Gateway,Honeywell,2.4.0,CC:69:CA:B3:67:53,10.6.94.31,2022-05-05,41.865381,12.661332,Municipio I,CO Roma Centro,RETE_ENERGIA,WiFi,-53.1,TURBINE,C1,NIGHT,2541,0,59.83,94.35,1.98,15.43,60.8,73.2,54.91,411.4,77.09,90.66,5175.53,65.9,0.66,0.0,44.14,0,0,NORMAL
M-016,SN-RM-0016-16579,Pump Monitor Gateway,Bosch,2.4.0,2F:CD:79:89:3D:4A,10.4.188.93,2018-05-19,41.928503,12.545764,Municipio I,CO Roma Est,RETE_IDRICA,LoRaWAN,-64.4,PUMP,B2,DAY,495,8,13.06,69.09,1.77,9.13,41.53,78.33,47.22,388.27,35.21,44.07,1414.24,73.56,0.0,0.0,40.05,3,0,NORMAL
M-017,SN-RM-0017-36398,Pressure Transmitter IoT,Siemens,3.2.5,25:A5:B5:26:1C:0F,10.7.232.26,2015-01-26,41.874234,12.677922,Municipio XIII,CO Prenestina,RETE_GAS,WiFi,-57.9,PUMP,C1,DAY,1975,24,54.95,71.39,1.49,10.27,94.57,96.67,56.56,408.56,31.72,44.44,1504.98,76.92,0.46,0.27,72.72,0,0,NORMAL
M-018,SN-RM-0018-73098,Motor IoT Controller,ABB,2.3.1,43:B8:06:B0:5A:9A,10.4.214.195,2016-10-08,41.945574,12.294219,Municipio VII,CO Roma Est,RETE_ELETTRICA,LoRaWAN,-43.6,TURBINE,A1,DAY,2439,12,73.5,98.26,2.13,15.37,59.04,72.03,53.86,400.31,69.73,84.7,4978.47,70.73,0.0,0.0,12.06,0,1,NORMAL
M-019,SN-RM-0019-89903,Power Edge Controller,GE Digital,3.0.0,68:D3:62:BA:A9:80,10.9.6.96,2022-04-30,41.790265,12.411674,Municipio II,CO EUR,RETE_ENERGIA,4G,-38.1,TURBINE,A2,NIGHT,3125,9,73.73,77.02,2.19,13.86,72.71,76.88,49.88,398.25,76.66,86.24,5231.06,66.29,2.8,2.24,31.66,3,2,NORMAL
M-020,SN-RM-0020-38575,Pump Monitor Gateway,Schneider Electric,3.1.2,E3:CE:54:D9:C3:A9,10.7.235.179,2015-01-10,41.880778,12.738094,Municipio XII,CO Roma Centro,RETE_IDRICA,LoRaWAN,-59.2,TURBINE,C1,NIGHT,2700,58,100.0,121.74,4.65,19.86,0.0,65.05,43.41,388.15,95.7,98.06,5099.88,88.59,16.4,8.29,55.52,6,5,FAILURE
M-021,SN-RM-0021-49199,Compressor Edge Node,Yokogawa,4.0.0,F0:EE:AA:75:9F:F6,10.9.59.87,2017-04-09,41.894964,12.270272,Municipio VII,CO Prenestina,RETE_GAS,Ethernet,-64.7,MOTOR,C1,DAY,1432,48,94.65,103.28,3.26,10.57,34.8,50.27,61.07,373.94,59.39,74.69,2040.53,80.91,6.33,6.31,84.64,15,2,FAILURE
M-022,SN-RM-0022-25968,Electric Edge Monitor,Emerson,3.0.0,7B:58:83:F1:A5:68,10.1.205.83,2017-02-12,41.823205,12.585742,Municipio XI,CO Aurelia,RETE_ELETTRICA,Ethernet,-67.3,PUMP,C1,NIGHT,1277,73,93.5,109.13,5.78,14.6,4.22,59.09,76.06,393.98,65.17,74.44,1426.87,86.96,46.47,40.73,76.01,18,9,SEVERE
M-023,SN-RM-0023-23187,Turbine IoT Gateway,Yokogawa,2.4.0,F6:CB:52:BD:6C:9E,10.6.250.74,2016-11-25,41.904663,12.498951,Municipio XIII,CO Prenestina,RETE_ENERGIA,4G,-70.2,COMPRESSOR,C2,NIGHT,2875,31,100.0,87.99,4.37,13.84,51.01,30.34,44.1,392.19,48.89,69.58,2942.65,73.45,0.0,0.0,39.96,4,0,WARNING
M-024,SN-RM-0024-55613,Pressure IoT Node,Schneider Electric,3.1.2,5D:A9:65:AF:09:91,10.4.205.191,2020-04-26,41.969708,12.464256,Municipio VII,CO Casilina,RETE_IDRICA,4G,-49.9,MOTOR,A2,NIGHT,2292,62,74.58,74.07,1.69,6.46,50.96,47.23,56.5,401.37,42.75,53.54,1761.08,55.04,1.35,1.64,64.6,3,1,MAINTENANCE
M-025,SN-RM-0025-21630,Pressure Transmitter IoT,Siemens,3.1.2,40:E2:A1:F9:DF:3E,10.5.96.126,2023-12-02,41.866381,12.595478,Municipio III,CO Roma Ovest,RETE_GAS,4G,-85.9,TURBINE,A2,DAY,584,78,67.07,135.54,6.91,16.68,38.78,66.5,67.49,417.59,93.21,109.76,5832.41,80.34,10.25,28.72,72.65,27,7,SEVERE
M-026,SN-RM-0026-71499,Vibration Sensor Node,Yokogawa,2.4.0,ED:98:C5:DD:12:41,10.8.106.146,2023-05-08,41.886756,12.654752,Municipio XII,CO Casilina,RETE_ELETTRICA,Ethernet,-49.6,PUMP,C1,NIGHT,1357,17,33.23,88.14,3.78,12.17,36.02,34.03,45.99,419.34,40.08,35.48,1504.67,72.17,0.0,3.29,46.92,9,1,WARNING
M-027,SN-RM-0027-79588,Speed Sensor Node,Honeywell,2.3.1,E0:D8:4E:40:FF:55,10.3.169.22,2023-01-21,41.88377,12.411187,Municipio XV,CO Roma Ovest,RETE_ENERGIA,WiFi,-75.3,TURBINE,B1,NIGHT,155,49,21.02,97.01,3.76,18.83,48.24,55.42,78.38,394.22,75.25,87.33,4942.55,75.27,3.17,2.9,53.35,3,1,MAINTENANCE
M-028,SN-RM-0028-80502,Pump Monitor Gateway,Emerson,3.1.2,74:B6:01:0D:32:31,10.4.3.115,2019-07-02,41.946127,12.578082,Municipio IV,CO Roma Est,RETE_IDRICA,4G,-62.4,TURBINE,C2,NIGHT,1292,69,60.63,123.61,4.52,19.09,2.48,68.52,61.2,408.94,96.32,79.9,5810.52,84.77,6.94,17.32,66.17,8,4,FAILURE
